% Query:
% SELECT li.name as alg_name, d.name as dataset, e.eid as id, p1.value as param4
% FROM
% dataset d,
% data_property_value dp,
% experiment e,
% learner_application la,
% learner_implementation li,
% learner_parameter_value p1
% WHERE d.did = dp.did and dp.dpid = 9 and dp.value >= 5000 and
% d.did = e.did and la.laid = e.laid and la.liid = li.liid and p1.lpid = 66 and p1.laid = la.laid and
% li.name = "weka.J48"

alg_name,dataset,id,param4
weka.J48,letter,283,false
weka.J48,mushroom,1255,false
weka.J48,nursery,1363,false
weka.J48,optdigits,1471,false
weka.J48,page-blocks,1579,false
weka.J48,pendigits,1687,false
weka.J48,waveform-5000,3199,false
weka.J48,letter,6763,false
weka.J48,mushroom,7735,false
weka.J48,nursery,7843,false
weka.J48,optdigits,7951,false
weka.J48,page-blocks,8059,false
weka.J48,pendigits,8167,false
weka.J48,waveform-5000,9679,false
weka.J48,adult,232498,false
weka.J48,covertype,232606,false
weka.J48,satimage,232714,false
weka.J48,kropt,232822,false
weka.J48,letter,450234,false
weka.J48,mushroom,451039,false
weka.J48,nursery,451134,false
weka.J48,optdigits,451225,false
weka.J48,page-blocks,451314,false
weka.J48,pendigits,451403,false
weka.J48,waveform-5000,452671,false
weka.J48,adult,452887,false
weka.J48,covertype,452932,false
weka.J48,kropt,453067,false
weka.J48,satimage,453112,false
weka.J48,letter,73481,false
weka.J48,mushroom,117760,false
weka.J48,optdigits,120986,false
weka.J48,nursery,123902,false
weka.J48,page-blocks,129367,false
weka.J48,pendigits,134294,false
weka.J48,waveform-5000,192802,false
weka.J48,adult,234309,false
weka.J48,covertype,238627,false
weka.J48,satimage,242945,false
weka.J48,kropt,247263,false
weka.J48,letter,73484,false
weka.J48,mushroom,117761,false
weka.J48,optdigits,120988,false
weka.J48,nursery,123903,false
weka.J48,page-blocks,129368,false
weka.J48,pendigits,134295,false
weka.J48,waveform-5000,192803,false
weka.J48,adult,234310,false
weka.J48,covertype,238628,false
weka.J48,satimage,242946,false
weka.J48,kropt,247264,false
weka.J48,letter,73487,false
weka.J48,mushroom,117762,false
weka.J48,optdigits,120991,false
weka.J48,nursery,123904,false
weka.J48,page-blocks,129369,false
weka.J48,pendigits,134296,false
weka.J48,waveform-5000,192804,false
weka.J48,adult,234311,false
weka.J48,covertype,238629,false
weka.J48,satimage,242947,false
weka.J48,kropt,247265,false
weka.J48,letter,73490,false
weka.J48,mushroom,117763,false
weka.J48,optdigits,120993,false
weka.J48,nursery,123905,false
weka.J48,page-blocks,129371,false
weka.J48,pendigits,134297,false
weka.J48,waveform-5000,192805,false
weka.J48,adult,234312,false
weka.J48,covertype,238630,false
weka.J48,satimage,242948,false
weka.J48,kropt,247266,false
weka.J48,letter,73493,false
weka.J48,mushroom,117764,false
weka.J48,optdigits,120995,false
weka.J48,nursery,123906,false
weka.J48,page-blocks,129372,false
weka.J48,pendigits,134298,false
weka.J48,waveform-5000,192806,false
weka.J48,adult,234313,false
weka.J48,covertype,238631,false
weka.J48,satimage,242949,false
weka.J48,kropt,247267,false
weka.J48,letter,73496,false
weka.J48,mushroom,117765,false
weka.J48,optdigits,120997,false
weka.J48,nursery,123907,false
weka.J48,page-blocks,129373,false
weka.J48,pendigits,134299,false
weka.J48,waveform-5000,192807,false
weka.J48,adult,234314,false
weka.J48,covertype,238632,false
weka.J48,satimage,242950,false
weka.J48,kropt,247268,false
weka.J48,letter,73498,false
weka.J48,mushroom,117766,false
weka.J48,optdigits,121000,false
weka.J48,nursery,123908,false
weka.J48,page-blocks,129374,false
weka.J48,pendigits,134300,false
weka.J48,waveform-5000,192808,false
weka.J48,adult,234315,false
weka.J48,covertype,238633,false
weka.J48,satimage,242951,false
weka.J48,kropt,247269,false
weka.J48,letter,73501,false
weka.J48,mushroom,117767,false
weka.J48,optdigits,121002,false
weka.J48,nursery,123909,false
weka.J48,page-blocks,129376,false
weka.J48,pendigits,134301,false
weka.J48,waveform-5000,192809,false
weka.J48,adult,234316,false
weka.J48,covertype,238634,false
weka.J48,satimage,242952,false
weka.J48,kropt,247270,false
weka.J48,letter,73504,false
weka.J48,mushroom,117768,false
weka.J48,optdigits,121003,false
weka.J48,nursery,123910,false
weka.J48,page-blocks,129377,false
weka.J48,pendigits,134302,false
weka.J48,waveform-5000,192810,false
weka.J48,adult,234317,false
weka.J48,covertype,238635,false
weka.J48,satimage,242953,false
weka.J48,kropt,247271,false
weka.J48,letter,73507,false
weka.J48,mushroom,117769,false
weka.J48,optdigits,121005,false
weka.J48,nursery,123912,false
weka.J48,page-blocks,129378,false
weka.J48,pendigits,134303,false
weka.J48,waveform-5000,192811,false
weka.J48,adult,234318,false
weka.J48,covertype,238636,false
weka.J48,satimage,242954,false
weka.J48,kropt,247272,false
weka.J48,letter,73510,false
weka.J48,mushroom,117770,false
weka.J48,optdigits,121008,false
weka.J48,nursery,123913,false
weka.J48,page-blocks,129380,false
weka.J48,pendigits,134304,false
weka.J48,waveform-5000,192812,false
weka.J48,adult,234319,false
weka.J48,covertype,238637,false
weka.J48,satimage,242955,false
weka.J48,kropt,247273,false
weka.J48,letter,73513,false
weka.J48,mushroom,117771,false
weka.J48,optdigits,121010,false
weka.J48,nursery,123914,false
weka.J48,page-blocks,129381,false
weka.J48,pendigits,134305,false
weka.J48,waveform-5000,192813,false
weka.J48,adult,234320,false
weka.J48,covertype,238638,false
weka.J48,satimage,242956,false
weka.J48,kropt,247274,false
weka.J48,letter,73516,false
weka.J48,mushroom,117772,false
weka.J48,optdigits,121011,false
weka.J48,nursery,123915,false
weka.J48,page-blocks,129382,false
weka.J48,pendigits,134306,false
weka.J48,waveform-5000,192814,false
weka.J48,adult,234321,false
weka.J48,covertype,238639,false
weka.J48,satimage,242957,false
weka.J48,kropt,247275,false
weka.J48,letter,73519,false
weka.J48,mushroom,117773,false
weka.J48,optdigits,121014,false
weka.J48,nursery,123916,false
weka.J48,page-blocks,129384,false
weka.J48,pendigits,134307,false
weka.J48,waveform-5000,192815,false
weka.J48,adult,234322,false
weka.J48,covertype,238640,false
weka.J48,satimage,242958,false
weka.J48,kropt,247276,false
weka.J48,letter,73521,false
weka.J48,mushroom,117775,false
weka.J48,optdigits,121016,false
weka.J48,nursery,123917,false
weka.J48,page-blocks,129385,false
weka.J48,pendigits,134308,false
weka.J48,waveform-5000,192816,false
weka.J48,adult,234323,false
weka.J48,covertype,238641,false
weka.J48,satimage,242959,false
weka.J48,kropt,247277,false
weka.J48,letter,73524,false
weka.J48,mushroom,117776,false
weka.J48,optdigits,121018,false
weka.J48,nursery,123918,false
weka.J48,page-blocks,129386,false
weka.J48,pendigits,134309,false
weka.J48,waveform-5000,192817,false
weka.J48,adult,234324,false
weka.J48,covertype,238642,false
weka.J48,satimage,242960,false
weka.J48,kropt,247278,false
weka.J48,letter,73527,false
weka.J48,mushroom,117777,false
weka.J48,optdigits,121020,false
weka.J48,nursery,123919,false
weka.J48,page-blocks,129388,false
weka.J48,pendigits,134310,false
weka.J48,waveform-5000,192818,false
weka.J48,adult,234325,false
weka.J48,covertype,238643,false
weka.J48,satimage,242961,false
weka.J48,kropt,247279,false
weka.J48,letter,73530,false
weka.J48,mushroom,117778,false
weka.J48,optdigits,121022,false
weka.J48,nursery,123920,false
weka.J48,page-blocks,129389,false
weka.J48,pendigits,134311,false
weka.J48,waveform-5000,192819,false
weka.J48,adult,234326,false
weka.J48,covertype,238644,false
weka.J48,satimage,242962,false
weka.J48,kropt,247280,false
weka.J48,letter,73533,false
weka.J48,mushroom,117779,false
weka.J48,optdigits,121024,false
weka.J48,nursery,123921,false
weka.J48,page-blocks,129390,false
weka.J48,pendigits,134312,false
weka.J48,waveform-5000,192820,false
weka.J48,adult,234327,false
weka.J48,covertype,238645,false
weka.J48,satimage,242963,false
weka.J48,kropt,247281,false
weka.J48,letter,73536,false
weka.J48,mushroom,117780,false
weka.J48,optdigits,121027,false
weka.J48,nursery,123922,false
weka.J48,page-blocks,129392,false
weka.J48,pendigits,134313,false
weka.J48,waveform-5000,192821,false
weka.J48,adult,234328,false
weka.J48,covertype,238646,false
weka.J48,satimage,242964,false
weka.J48,kropt,247282,false
weka.J48,letter,73539,false
weka.J48,mushroom,117781,false
weka.J48,optdigits,121029,false
weka.J48,nursery,123923,false
weka.J48,page-blocks,129393,false
weka.J48,pendigits,134314,false
weka.J48,waveform-5000,192822,false
weka.J48,adult,234329,false
weka.J48,covertype,238647,false
weka.J48,satimage,242965,false
weka.J48,kropt,247283,false
weka.J48,letter,73542,false
weka.J48,mushroom,117782,false
weka.J48,optdigits,121031,false
weka.J48,nursery,123924,false
weka.J48,page-blocks,129394,false
weka.J48,pendigits,134315,false
weka.J48,waveform-5000,192823,false
weka.J48,adult,234330,false
weka.J48,covertype,238648,false
weka.J48,satimage,242966,false
weka.J48,kropt,247284,false
weka.J48,letter,73544,false
weka.J48,mushroom,117783,false
weka.J48,optdigits,121033,false
weka.J48,nursery,123925,false
weka.J48,page-blocks,129396,false
weka.J48,pendigits,134316,false
weka.J48,waveform-5000,192824,false
weka.J48,adult,234331,false
weka.J48,covertype,238649,false
weka.J48,satimage,242967,false
weka.J48,kropt,247285,false
weka.J48,letter,73547,false
weka.J48,mushroom,117784,false
weka.J48,optdigits,121035,false
weka.J48,nursery,123926,false
weka.J48,page-blocks,129397,false
weka.J48,pendigits,134317,false
weka.J48,waveform-5000,192825,false
weka.J48,adult,234332,false
weka.J48,covertype,238650,false
weka.J48,satimage,242968,false
weka.J48,kropt,247286,false
weka.J48,letter,73550,false
weka.J48,mushroom,117785,false
weka.J48,optdigits,121037,false
weka.J48,nursery,123927,false
weka.J48,page-blocks,129400,false
weka.J48,pendigits,134318,false
weka.J48,waveform-5000,192826,false
weka.J48,adult,234333,false
weka.J48,covertype,238651,false
weka.J48,satimage,242969,false
weka.J48,kropt,247287,false
weka.J48,letter,73560,false
weka.J48,mushroom,117789,false
weka.J48,optdigits,121045,false
weka.J48,nursery,123932,false
weka.J48,page-blocks,129418,false
weka.J48,pendigits,134322,false
weka.J48,waveform-5000,192830,false
weka.J48,adult,234337,false
weka.J48,covertype,238655,false
weka.J48,satimage,242973,false
weka.J48,kropt,247291,false
weka.J48,letter,73565,false
weka.J48,mushroom,117795,false
weka.J48,optdigits,121055,false
weka.J48,nursery,123937,false
weka.J48,page-blocks,129425,false
weka.J48,pendigits,134327,false
weka.J48,waveform-5000,192835,false
weka.J48,adult,234342,false
weka.J48,covertype,238660,false
weka.J48,satimage,242978,false
weka.J48,kropt,247296,false
weka.J48,letter,73566,false
weka.J48,mushroom,117796,false
weka.J48,optdigits,121057,false
weka.J48,nursery,123938,false
weka.J48,page-blocks,129426,false
weka.J48,pendigits,134328,false
weka.J48,waveform-5000,192836,false
weka.J48,adult,234343,false
weka.J48,covertype,238661,false
weka.J48,satimage,242979,false
weka.J48,kropt,247297,false
weka.J48,letter,73567,false
weka.J48,mushroom,117798,false
weka.J48,optdigits,121059,false
weka.J48,nursery,123939,false
weka.J48,page-blocks,129428,false
weka.J48,pendigits,134329,false
weka.J48,waveform-5000,192837,false
weka.J48,adult,234344,false
weka.J48,covertype,238662,false
weka.J48,satimage,242980,false
weka.J48,kropt,247298,false
weka.J48,letter,73568,false
weka.J48,mushroom,117799,false
weka.J48,optdigits,121061,false
weka.J48,nursery,123940,false
weka.J48,page-blocks,129429,false
weka.J48,pendigits,134330,false
weka.J48,waveform-5000,192838,false
weka.J48,adult,234345,false
weka.J48,covertype,238663,false
weka.J48,satimage,242981,false
weka.J48,kropt,247299,false
weka.J48,letter,73569,false
